book_name,author,genres_list,pages_format,first_published_year,rating,ratings_count,score,votes,book_url
"One for the Money (Stephanie Plum, #1)",Janet Evanovich,"['Mystery', 'Fiction', 'Humor', 'Chick Lit', 'Romance', 'Crime', 'Audiobook']","320 pages, Paperback",1994, 4.05 avg rating,"577,771 ratings","score: 13,323",180 people voted,https://www.goodreads.com/book/show/6853.One_for_the_Money
"Left Behind (Left Behind, #1)",Tim LaHaye,"['Fiction', 'Christian', 'Christian Fiction', 'Fantasy', 'Religion', 'Thriller', 'Christianity']","470 pages, Mass Market Paperback",1995, 3.86 avg rating,"246,324 ratings","score: 13,321",182 people voted,https://www.goodreads.com/book/show/27523.Left_Behind
From the Mixed-Up Files of Mrs. Basil E. Frankweiler,E.L. Konigsburg,"['Fiction', 'Childrens', 'Middle Grade', 'Young Adult', 'Classics', 'Mystery', 'Adventure']","159 pages, Paperback",1967, 4.16 avg rating,"218,763 ratings","score: 13,271",186 people voted,https://www.goodreads.com/book/show/3980.From_the_Mixed_Up_Files_of_Mrs_Basil_E_Frankweiler
"Darkfever (Fever, #1)",Karen Marie Moning,"['Fantasy', 'Urban Fantasy', 'Paranormal', 'Romance', 'Fae', 'Paranormal Romance', 'Adult']","309 pages, Hardcover",2006, 4.05 avg rating,"189,748 ratings","score: 13,202",170 people voted,https://www.goodreads.com/book/show/112750.Darkfever
"Scythe (Arc of a Scythe, #1)",Neal Shusterman,"['Fantasy', 'Young Adult', 'Dystopia', 'Science Fiction', 'Fiction', 'Audiobook', 'Romance']","435 pages, Hardcover",2016, 4.32 avg rating,"408,784 ratings","score: 13,192",145 people voted,https://www.goodreads.com/book/show/28954189-scythe
The Purpose Driven Life: What on Earth Am I Here for?,Rick Warren,"['Christian', 'Nonfiction', 'Religion', 'Self Help', 'Christianity', 'Spirituality', 'Faith']","336 pages, Paperback",2002, 3.98 avg rating,"291,439 ratings","score: 13,190",156 people voted,https://www.goodreads.com/book/show/56495.The_Purpose_Driven_Life
"Once Upon a Broken Heart (Once Upon a Broken Heart, #1)",Stephanie Garber,"['Fantasy', 'Romance', 'Young Adult', 'Romantasy', 'Fiction', 'Fantasy Romance', 'Magic']","408 pages, Hardcover",2021, 4.06 avg rating,"643,795 ratings","score: 13,188",148 people voted,https://www.goodreads.com/book/show/55987278-once-upon-a-broken-heart
"Death on the Nile (Hercule Poirot, #18)",Agatha Christie,"['Mystery', 'Agatha Christie', 'Fiction', 'Classics', 'Crime', 'Mystery Thriller', 'Audiobook']","352 pages, Paperback",1937, 4.12 avg rating,"303,959 ratings","score: 13,064",206 people voted,https://www.goodreads.com/book/show/131359.Death_on_the_Nile
"Corrupt (Devil's Night, #1)",Penelope Douglas,"['Dark Romance', 'Romance', 'Dark', 'Enemies To Lovers', 'New Adult', 'Contemporary', 'Smut']","516 pages, Paperback",2015, 3.78 avg rating,"421,667 ratings","score: 13,018",139 people voted,https://www.goodreads.com/book/show/58124274-corrupt
Cosmos,Carl Sagan,"['Science', 'Nonfiction', 'Astronomy', 'Physics', 'Space', 'History', 'Philosophy']","384 pages, Mass Market Paperback",1980, 4.40 avg rating,"158,314 ratings","score: 12,987",174 people voted,https://www.goodreads.com/book/show/55030.Cosmos
The Magus,John Fowles,"['Fiction', 'Classics', 'Fantasy', 'Mystery', 'Literature', 'Literary Fiction', 'Novels']","656 pages, Paperback",1965, 4.05 avg rating,"63,632 ratings","score: 12,984",167 people voted,https://www.goodreads.com/book/show/16286.The_Magus
The Blind Assassin,Margaret Atwood,"['Fiction', 'Historical Fiction', 'Mystery', 'Book Club', 'Literary Fiction', 'Classics', 'Canada']","637 pages, Paperback",2000, 3.96 avg rating,"163,145 ratings","score: 12,973",180 people voted,https://www.goodreads.com/book/show/78433.The_Blind_Assassin
"The Ballad of Never After (Once Upon a Broken Heart, #2)",Stephanie Garber,"['Fantasy', 'Romance', 'Romantasy', 'Young Adult', 'Fantasy Romance', 'Enemies To Lovers', 'Audiobook']","416 pages, Hardcover",2022, 4.49 avg rating,"466,965 ratings","score: 12,965",140 people voted,https://www.goodreads.com/book/show/59808071-the-ballad-of-never-after
The Shards,Bret Easton Ellis,"['Fiction', 'Thriller', 'Horror', 'Mystery', 'Contemporary', 'Mystery Thriller', 'Audiobook']","608 pages, Hardcover",2023,really liked it 4.00 avg rating,"42,728 ratings","score: 12,941",136 people voted,https://www.goodreads.com/book/show/60880820-the-shards
"Being a Witch, and Other Things I Didn't Ask For",Sara Pascoe,"['Adventure', 'Novels', 'Ebooks', 'Fiction', 'Young Adult', 'Action', 'Book Club']","380 pages, Paperback",2015, 4.28 avg rating,"26,909 ratings","score: 12,899",136 people voted,https://www.goodreads.com/book/show/34186576-being-a-witch-and-other-things-i-didn-t-ask-for
John Adams,David McCullough,"['History', 'Biography', 'Nonfiction', 'American History', 'Presidents', 'Politics', 'Historical']","751 pages, Paperback",2001, 4.08 avg rating,"376,918 ratings","score: 12,891",180 people voted,https://www.goodreads.com/book/show/2203.John_Adams
The Book of Mormon: Another Testament of Jesus Christ,Joseph Smith Jr.,"['Religion', 'Nonfiction', 'Lds', 'Church', 'Spirituality', 'Classics', 'History']","531 pages, Paperback",1830, 4.23 avg rating,"90,757 ratings","score: 12,870",141 people voted,https://www.goodreads.com/book/show/323355.The_Book_of_Mormon
Rosencrantz and Guildenstern Are Dead,Tom Stoppard,"['Plays', 'Classics', 'Fiction', 'Drama', 'Theatre', 'Humor', 'School']","126 pages, Paperback",1967, 4.04 avg rating,"92,873 ratings","score: 12,868",180 people voted,https://www.goodreads.com/book/show/18545.Rosencrantz_and_Guildenstern_Are_Dead
Possession,A.S. Byatt,"['Fiction', 'Historical Fiction', 'Romance', 'Classics', 'Mystery', 'Literary Fiction', 'Historical']","555 pages, Paperback",1990, 3.90 avg rating,"84,219 ratings","score: 12,845",178 people voted,https://www.goodreads.com/book/show/41219.Possession
"Alanna: The First Adventure (Song of the Lioness, #1)",Tamora Pierce,"['Fantasy', 'Young Adult', 'Fiction', 'Magic', 'Adventure', 'Middle Grade', 'Young Adult Fantasy']","274 pages, Mass Market Paperback",1983, 4.27 avg rating,"136,564 ratings","score: 12,814",160 people voted,https://www.goodreads.com/book/show/13831.Alanna
"The Death Cure (The Maze Runner, #3)",James Dashner,"['Young Adult', 'Dystopia', 'Science Fiction', 'Fiction', 'Fantasy', 'Adventure', 'Post Apocalyptic']","325 pages, Hardcover",2011, 3.78 avg rating,"497,470 ratings","score: 12,796",167 people voted,https://www.goodreads.com/book/show/7864437-the-death-cure
Under the Dome,Stephen  King,"['Horror', 'Fiction', 'Science Fiction', 'Thriller', 'Fantasy', 'Mystery', 'Audiobook']","1074 pages, Hardcover",2009, 3.93 avg rating,"322,842 ratings","score: 12,769",177 people voted,https://www.goodreads.com/book/show/6320534-under-the-dome
"Pretties (Uglies, #2)",Scott Westerfeld,"['Young Adult', 'Dystopia', 'Science Fiction', 'Fiction', 'Fantasy', 'Romance', 'Teen']","370 pages, Paperback",2005, 3.83 avg rating,"279,443 ratings","score: 12,716",173 people voted,https://www.goodreads.com/book/show/24768.Pretties
Papillon,Henri Charrière,"['Nonfiction', 'Biography', 'Classics', 'Memoir', 'Adventure', 'Autobiography', 'History']","544 pages, Paperback",1969, 4.23 avg rating,"75,439 ratings","score: 12,687",177 people voted,https://www.goodreads.com/book/show/6882.Papillon
"The Sisterhood of the Traveling Pants (Sisterhood, #1)",Ann Brashares,"['Young Adult', 'Fiction', 'Chick Lit', 'Contemporary', 'Romance', 'Teen', 'Realistic Fiction']","294 pages, Hardcover",2001, 3.85 avg rating,"732,465 ratings","score: 12,676",180 people voted,https://www.goodreads.com/book/show/452306.The_Sisterhood_of_the_Traveling_Pants
The Agony and the Ecstasy,Irving Stone,"['Historical Fiction', 'Fiction', 'Art', 'Classics', 'Italy', 'Historical', 'Art History']","776 pages, Mass Market Paperback",1961, 4.09 avg rating,"96,492 ratings","score: 12,652",168 people voted,https://www.goodreads.com/book/show/321552.The_Agony_and_the_Ecstasy
House of Sand and Fog,Andre Dubus III,"['Fiction', 'Book Club', 'Contemporary', 'Literary Fiction', 'Novels', 'Adult Fiction', 'Literature']","384 pages, Paperback",1999, 3.86 avg rating,"136,192 ratings","score: 12,633",180 people voted,https://www.goodreads.com/book/show/38311414-house-of-sand-and-fog
"Odd Thomas (Odd Thomas, #1)",Dean Koontz,"['Horror', 'Fiction', 'Fantasy', 'Mystery', 'Thriller', 'Paranormal', 'Supernatural']","446 pages, Paperback",2003, 3.99 avg rating,"276,011 ratings","score: 12,618",172 people voted,https://www.goodreads.com/book/show/14995.Odd_Thomas
"Keeper of the Lost Cities (Keeper of the Lost Cities, #1)",Shannon Messenger,"['Fantasy', 'Middle Grade', 'Young Adult', 'Fiction', 'Adventure', 'Childrens', 'Magic']","496 pages, Hardcover",2012, 4.39 avg rating,"108,458 ratings","score: 12,601",139 people voted,https://www.goodreads.com/book/show/12842828-keeper-of-the-lost-cities
Bury My Heart at Wounded Knee: An Indian History of the American West,Dee Brown,"['History', 'Nonfiction', 'Native American', 'American History', 'Classics', 'Historical', 'Indigenous']","509 pages, Paperback",1970, 4.26 avg rating,"101,839 ratings","score: 12,592",198 people voted,https://www.goodreads.com/book/show/76401.Bury_My_Heart_at_Wounded_Knee
Veronika Decides to Die,Paulo Coelho,"['Fiction', 'Contemporary', 'Philosophy', 'Novels', 'Psychology', 'Mental Health', 'Romance']","285 pages, Paperback",1998, 3.74 avg rating,"241,464 ratings","score: 12,523",156 people voted,https://www.goodreads.com/book/show/1431.Veronika_Decides_to_Die
The Sirens of Titan,Kurt Vonnegut Jr.,"['Fiction', 'Science Fiction', 'Classics', 'Humor', 'Fantasy', 'Literature', 'Novels']","224 pages, Paperback",1959, 4.15 avg rating,"157,195 ratings","score: 12,518",155 people voted,https://www.goodreads.com/book/show/4982.The_Sirens_of_Titan
"Lover Unbound (Black Dagger Brotherhood, #5)",J.R. Ward,"['Romance', 'Paranormal', 'Paranormal Romance', 'Vampires', 'Fantasy', 'Urban Fantasy', 'Adult']","502 pages, Mass Market Paperback",2007, 4.31 avg rating,"140,983 ratings","score: 12,464",164 people voted,https://www.goodreads.com/book/show/304027.Lover_Unbound
Babel,R.F. Kuang,"['Fantasy', 'Historical Fiction', 'Dark Academia', 'Fiction', 'Historical', 'Audiobook', 'Adult']","544 pages, Hardcover",2022, 4.15 avg rating,"458,812 ratings","score: 12,460",132 people voted,https://www.goodreads.com/book/show/57945316-babel
Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt,"['Nonfiction', 'Economics', 'Business', 'Science', 'Psychology', 'Sociology', 'Finance']","268 pages, Hardcover",2005, 4.01 avg rating,"894,839 ratings","score: 12,451",165 people voted,https://www.goodreads.com/book/show/1202.Freakonomics
Stoner,John  Williams,"['Fiction', 'Classics', 'Historical Fiction', 'Literature', 'Literary Fiction', 'Novels', 'Book Club']","292 pages, Paperback",1965, 4.35 avg rating,"243,155 ratings","score: 12,442",138 people voted,https://www.goodreads.com/book/show/166997.Stoner
On Writing: A Memoir of the Craft,Stephen  King,"['Nonfiction', 'Writing', 'Memoir', 'Biography', 'Audiobook', 'Reference', 'Autobiography']","320 pages, Mass Market Paperback",2000, 4.34 avg rating,"316,609 ratings","score: 12,436",167 people voted,https://www.goodreads.com/book/show/10569.On_Writing
The Elegance of the Hedgehog,Muriel Barbery,"['Fiction', 'Book Club', 'France', 'Contemporary', 'Philosophy', 'Literary Fiction', 'Novels']","325 pages, Paperback",2006, 3.80 avg rating,"199,256 ratings","score: 12,353",157 people voted,https://www.goodreads.com/book/show/2967752-the-elegance-of-the-hedgehog
How to Win Friends & Influence People,Dale Carnegie,"['Self Help', 'Nonfiction', 'Business', 'Psychology', 'Personal Development', 'Leadership', 'Communication']","288 pages, Paperback",1936, 4.22 avg rating,"1,140,611 ratings","score: 12,322",172 people voted,https://www.goodreads.com/book/show/4865.How_to_Win_Friends_Influence_People
"Consequences (Consequences, #1)",Aleatha Romig,"['Dark', 'Romance', 'Dark Romance', 'Contemporary', 'Abuse', 'Thriller', 'Suspense']","366 pages, Hardcover",2011, 3.92 avg rating,"43,277 ratings","score: 12,289",132 people voted,https://www.goodreads.com/book/show/12368985-consequences
"Truth (Consequences, #2)",Aleatha Romig,"['Dark', 'Romance', 'Dark Romance', 'Contemporary', 'Suspense', 'Thriller', 'Mystery']","480 pages, Paperback",2012, 4.34 avg rating,"32,551 ratings","score: 12,249",130 people voted,https://www.goodreads.com/book/show/16070018-truth
A Heartbreaking Work of Staggering Genius,Dave Eggers,"['Fiction', 'Contemporary', 'Book Club', 'Literature', 'Humor', 'Biography Memoir', 'Novels']","530 pages, Paperback",2000, 3.69 avg rating,"183,484 ratings","score: 12,232",157 people voted,https://www.goodreads.com/book/show/4953.A_Heartbreaking_Work_of_Staggering_Genius
Corelli’s Mandolin,Louis de Bernières,"['Fiction', 'Historical Fiction', 'Romance', 'Classics', 'War', 'Greece', 'Historical']","437 pages, Paperback",1994, 4.03 avg rating,"92,602 ratings","score: 12,140",163 people voted,https://www.goodreads.com/book/show/3388.Corelli_s_Mandolin
"A Canticle for Leibowitz (St. Leibowitz, #1)",Walter M. Miller Jr.,"['Science Fiction', 'Fiction', 'Post Apocalyptic', 'Classics', 'Dystopia', 'Fantasy', 'Religion']","334 pages, Paperback",1959, 3.99 avg rating,"118,919 ratings","score: 12,129",162 people voted,https://www.goodreads.com/book/show/164154.A_Canticle_for_Leibowitz
Song of Solomon,Toni Morrison,"['Fiction', 'Classics', 'Historical Fiction', 'Magical Realism', 'African American', 'Novels', 'Literature']","338 pages, Paperback",1977, 4.16 avg rating,"126,872 ratings","score: 12,088",170 people voted,https://www.goodreads.com/book/show/11334.Song_of_Solomon
"A Court of Wings and Ruin (A Court of Thorns and Roses, #3)",Sarah J. Maas,"['Fantasy', 'Romance', 'Romantasy', 'Young Adult', 'Fiction', 'Fae', 'New Adult']","699 pages, Paperback",2017, 4.46 avg rating,"2,650,376 ratings","score: 12,078",139 people voted,https://www.goodreads.com/book/show/50659472-a-court-of-wings-and-ruin
Holy Bible: New International Version,Anonymous,"['Religion', 'Christian', 'Nonfiction', 'Classics', 'Christianity', 'Reference', 'Faith']","1213 pages, Hardcover",1985, 4.63 avg rating,"96,345 ratings","score: 12,076",152 people voted,https://www.goodreads.com/book/show/280111.Holy_Bible
"Prodigy (Legend, #2)",Marie Lu,"['Dystopia', 'Young Adult', 'Romance', 'Fantasy', 'Science Fiction', 'Fiction', 'Adventure']","371 pages, Hardcover",2013, 4.22 avg rating,"280,679 ratings","score: 12,065",150 people voted,https://www.goodreads.com/book/show/13414446-prodigy
Meditations,Marcus Aurelius,"['Philosophy', 'Nonfiction', 'Classics', 'History', 'Self Help', 'Psychology', 'Personal Development']","254 pages, Paperback",180, 4.28 avg rating,"341,002 ratings","score: 12,034",152 people voted,https://www.goodreads.com/book/show/30659.Meditations
The Aeneid,Virgil,"['Classics', 'Poetry', 'Fiction', 'Mythology', 'Literature', 'School', 'Fantasy']","442 pages, Paperback",20, 3.87 avg rating,"142,823 ratings","score: 11,985",175 people voted,https://www.goodreads.com/book/show/12914.The_Aeneid
The Witch of Blackbird Pond,Elizabeth George Speare,"['Historical Fiction', 'Young Adult', 'Fiction', 'Classics', 'Historical', 'Childrens', 'Middle Grade']","256 pages, Paperback",1958, 4.03 avg rating,"160,002 ratings","score: 11,983",171 people voted,https://www.goodreads.com/book/show/703292.The_Witch_of_Blackbird_Pond
"The Alienist (Dr. Laszlo Kreizler, #1)",Caleb Carr,"['Historical Fiction', 'Mystery', 'Fiction', 'Thriller', 'Crime', 'Historical', 'Mystery Thriller']","498 pages, Paperback",1994, 4.06 avg rating,"181,130 ratings","score: 11,982",170 people voted,https://www.goodreads.com/book/show/40024.The_Alienist
"I'd Tell You I Love You, But Then I'd Have to Kill You (Gallagher Girls, #1)",Ally Carter,"['Young Adult', 'Romance', 'Mystery', 'Contemporary', 'Fiction', 'Espionage', 'Adventure']","284 pages, Hardcover",2006, 3.84 avg rating,"193,348 ratings","score: 11,939",150 people voted,https://www.goodreads.com/book/show/852470.I_d_Tell_You_I_Love_You_But_Then_I_d_Have_to_Kill_You
The Drowning Woman,Robyn Harding,"['Thriller', 'Mystery', 'Mystery Thriller', 'Fiction', 'Audiobook', 'Book Club', 'Suspense']","336 pages, Hardcover",2023, 4.03 avg rating,"158,069 ratings","score: 11,929",126 people voted,https://www.goodreads.com/book/show/62874245-the-drowning-woman
Prodigal Summer,Barbara Kingsolver,"['Fiction', 'Book Club', 'Nature', 'Literary Fiction', 'Contemporary', 'Audiobook', 'Novels']","444 pages, Paperback",2000, 4.05 avg rating,"127,468 ratings","score: 11,926",165 people voted,https://www.goodreads.com/book/show/14249.Prodigal_Summer
Something Wicked This Way Comes,Ray Bradbury,"['Horror', 'Fantasy', 'Fiction', 'Classics', 'Science Fiction', 'Halloween', 'Book Club']","293 pages, Mass Market Paperback",1962, 3.89 avg rating,"153,124 ratings","score: 11,925",173 people voted,https://www.goodreads.com/book/show/248596.Something_Wicked_This_Way_Comes
Around the World in Eighty Days,Jules Verne,"['Classics', 'Fiction', 'Adventure', 'Science Fiction', 'France', 'Travel', 'Fantasy']","252 pages, Paperback",1872, 3.95 avg rating,"281,105 ratings","score: 11,915",190 people voted,https://www.goodreads.com/book/show/54479.Around_the_World_in_Eighty_Days
"Storm Front (The Dresden Files, #1)",Jim  Butcher,"['Fantasy', 'Urban Fantasy', 'Mystery', 'Fiction', 'Paranormal', 'Audiobook', 'Magic']","372 pages, Paperback",2000, 3.97 avg rating,"376,887 ratings","score: 11,915",146 people voted,https://www.goodreads.com/book/show/47212.Storm_Front
"Confessions of a Shopaholic (Shopaholic, #1)",Sophie Kinsella,"['Chick Lit', 'Fiction', 'Romance', 'Contemporary', 'Humor', 'Adult', 'Contemporary Romance']","368 pages, Mass Market Paperback",2000, 3.71 avg rating,"804,115 ratings","score: 11,910",158 people voted,https://www.goodreads.com/book/show/9416.Confessions_of_a_Shopaholic
Battle Royale,Koushun Takami,"['Horror', 'Fiction', 'Dystopia', 'Thriller', 'Science Fiction', 'Young Adult', 'Japan']","624 pages, Paperback",1999, 4.26 avg rating,"85,156 ratings","score: 11,875",140 people voted,https://www.goodreads.com/book/show/57891.Battle_Royale
"Killing Sarai (In the Company of Killers, #1)",J.A. Redmerski,"['Romance', 'Dark', 'New Adult', 'Contemporary', 'Dark Romance', 'Suspense', 'Thriller']","268 pages, Kindle Edition",2013, 4.08 avg rating,"32,741 ratings","score: 11,871",127 people voted,https://www.goodreads.com/book/show/20559676-killing-sarai
This Is How You Lose the Time War,Amal El-Mohtar,"['Science Fiction', 'Romance', 'Fiction', 'Fantasy', 'LGBT', 'Queer', 'Time Travel']","209 pages, ebook",2019, 3.84 avg rating,"329,679 ratings","score: 11,825",128 people voted,https://www.goodreads.com/book/show/43352954-this-is-how-you-lose-the-time-war
The Trigger: Hunting the Assassin Who Brought the World to War,Tim Butcher,"['History', 'Nonfiction', 'War', 'World War I', 'Biography', 'Travel', 'Historical']","352 pages, Hardcover",2014, 3.81 avg rating,"4,069 ratings","score: 11,813",122 people voted,https://www.goodreads.com/book/show/18300212-the-trigger
"Love Story (Love Story, #1)",Erich Segal,"['Romance', 'Fiction', 'Classics', 'Contemporary', 'Chick Lit', 'Love', 'Novels']","224 pages, Paperback",1969, 3.65 avg rating,"64,143 ratings","score: 11,757",184 people voted,https://www.goodreads.com/book/show/73968.Love_Story
"The No. 1 Ladies' Detective Agency (No. 1 Ladies' Detective Agency, #1)",Alexander McCall Smith,"['Mystery', 'Fiction', 'Africa', 'Book Club', 'Crime', 'Mystery Thriller', 'Audiobook']","235 pages, Paperback",1998, 3.81 avg rating,"275,367 ratings","score: 11,756",181 people voted,https://www.goodreads.com/book/show/7061.The_No_1_Ladies_Detective_Agency
Ficciones,Jorge Luis Borges,"['Fiction', 'Short Stories', 'Classics', 'Magical Realism', 'Fantasy', 'Literature', 'Spanish Literature']","174 pages, Paperback",1944, 4.40 avg rating,"78,552 ratings","score: 11,744",141 people voted,https://www.goodreads.com/book/show/426504.Ficciones
Jitterbug Perfume,Tom Robbins,"['Fiction', 'Fantasy', 'Humor', 'Magical Realism', 'Book Club', 'Novels', 'Literature']","342 pages, Paperback",1984, 4.23 avg rating,"80,653 ratings","score: 11,715",148 people voted,https://www.goodreads.com/book/show/8682.Jitterbug_Perfume
"Tempted (House of Night, #6)",P.C. Cast,"['Young Adult', 'Vampires', 'Fantasy', 'Paranormal', 'Romance', 'Fiction', 'Supernatural']","319 pages, Paperback",2009, 3.95 avg rating,"173,862 ratings","score: 11,708",166 people voted,https://www.goodreads.com/book/show/6262365-tempted
"It Ain't Me, Babe (Hades Hangmen, #1)",Tillie Cole,"['Romance', 'Dark Romance', 'Dark', 'Contemporary', 'Abuse', 'Contemporary Romance', 'New Adult']","466 pages, Kindle Edition",2014, 4.04 avg rating,"55,907 ratings","score: 11,666",125 people voted,https://www.goodreads.com/book/show/22020052-it-ain-t-me-babe
Digital Fortress,Dan    Brown,"['Fiction', 'Thriller', 'Mystery', 'Suspense', 'Mystery Thriller', 'Crime', 'Science Fiction']","510 pages, Paperback",1998, 3.71 avg rating,"663,599 ratings","score: 11,661",153 people voted,https://www.goodreads.com/book/show/11125.Digital_Fortress
Howl and Other Poems,Allen Ginsberg,"['Poetry', 'Classics', 'Fiction', 'Queer', 'American', 'Literature', 'LGBT']","56 pages, Hardcover",1956, 4.13 avg rating,"118,932 ratings","score: 11,659",164 people voted,https://www.goodreads.com/book/show/6295.Howl_and_Other_Poems
Murder on Family Grounds (Mary Wandwalker #3),Susan  Rowland,"['Mystery', 'Mystery Thriller', 'Drama', 'Suspense', 'Thriller', 'Novels', 'Fiction']","334 pages, Paperback",2024, 4.29 avg rating,"16,717 ratings","score: 11,639",123 people voted,https://www.goodreads.com/book/show/205338104-murder-on-family-grounds
"The Color of Magic (Discworld, #1; Rincewind, #1)",Terry Pratchett,"['Fantasy', 'Fiction', 'Humor', 'Comedy', 'Science Fiction', 'Magic', 'Audiobook']","228 pages, Paperback",1983, 3.99 avg rating,"420,584 ratings","score: 11,638",162 people voted,https://www.goodreads.com/book/show/34497.The_Color_of_Magic
Anthem,Ayn Rand,"['Fiction', 'Classics', 'Dystopia', 'Philosophy', 'Science Fiction', 'School', 'Literature']","105 pages, Paperback",1938, 3.61 avg rating,"166,529 ratings","score: 11,622",153 people voted,https://www.goodreads.com/book/show/667.Anthem
"Tears of Tess (Monsters in the Dark, #1)",Pepper Winters,"['Dark', 'Dark Romance', 'Romance', 'BDSM', 'Erotica', 'Contemporary', 'Abuse']","376 pages, Paperback",2013, 3.98 avg rating,"43,129 ratings","score: 11,618",124 people voted,https://www.goodreads.com/book/show/18134894-tears-of-tess
"The High Auction (Wisdom Revolution, #1)",Misba,"['Fantasy', 'Science Fiction', 'Science Fiction Fantasy', 'Post Apocalyptic', 'Adventure', 'Adult', 'Dark']","180 pages, Hardcover",2021, 4.69 avg rating,"16,569 ratings","score: 11,609",119 people voted,https://www.goodreads.com/book/show/60215314-the-high-auction
"One Fish, Two Fish, Red Fish, Blue Fish",Dr. Seuss,"['Childrens', 'Picture Books', 'Fiction', 'Classics', 'Poetry', 'Animals', 'Fantasy']","64 pages, Hardcover",1960, 4.18 avg rating,"214,679 ratings","score: 11,600",194 people voted,https://www.goodreads.com/book/show/7770.One_Fish_Two_Fish_Red_Fish_Blue_Fish
"An Ember in the Ashes (An Ember in the Ashes, #1)",Sabaa Tahir,"['Fantasy', 'Young Adult', 'Romance', 'Fiction', 'Young Adult Fantasy', 'Dystopia', 'Audiobook']","446 pages, Paperback",2015, 4.24 avg rating,"345,102 ratings","score: 11,592",132 people voted,https://www.goodreads.com/book/show/27774758-an-ember-in-the-ashes
Ivanhoe,Walter  Scott,"['Classics', 'Fiction', 'Historical Fiction', 'Adventure', 'Historical', 'Literature', 'Romance']","496 pages, Paperback",1819, 3.76 avg rating,"98,903 ratings","score: 11,587",177 people voted,https://www.goodreads.com/book/show/6440.Ivanhoe
"Rubinrot (Edelstein-Trilogie, #1)",Kerstin Gier,"['Fantasy', 'Young Adult', 'Time Travel', 'Romance', 'Historical Fiction', 'Fiction', 'Science Fiction']","345 pages, Hardcover",2009, 4.14 avg rating,"170,733 ratings","score: 11,579",135 people voted,https://www.goodreads.com/book/show/6325285-rubinrot
"The Oldest Dance (Wisdom Revolution, #2)",Misba,"['Fantasy', 'Science Fiction', 'Science Fiction Fantasy', 'Post Apocalyptic', 'Adventure', 'Adult', 'Dark']","252 pages, Hardcover",2021, 4.70 avg rating,"13,543 ratings","score: 11,562",119 people voted,https://www.goodreads.com/book/show/60215458-the-oldest-dance
"The Assassin's Blade (Throne of Glass, #0.1-0.5)",Sarah J. Maas,"['Fantasy', 'Young Adult', 'Romance', 'Romantasy', 'Fiction', 'Audiobook', 'Young Adult Fantasy']","448 pages, ebook",2014, 4.20 avg rating,"1,143,007 ratings","score: 11,558",141 people voted,https://www.goodreads.com/book/show/18243700-the-assassin-s-blade
"Ender's Shadow (The Shadow Series, #1)",Orson Scott Card,"['Science Fiction', 'Fiction', 'Young Adult', 'Fantasy', 'Science Fiction Fantasy', 'Audiobook', 'Space']","469 pages, Paperback",1999, 4.32 avg rating,"179,537 ratings","score: 11,495",147 people voted,https://www.goodreads.com/book/show/9532.Ender_s_Shadow
The Story of My Life,Helen Keller,"['Nonfiction', 'Biography', 'Classics', 'Memoir', 'History', 'Autobiography', 'Biography Memoir']","240 pages, Mass Market Paperback",1902, 4.07 avg rating,"150,865 ratings","score: 11,467",193 people voted,https://www.goodreads.com/book/show/821611.The_Story_of_My_Life
"Princess Academy (Princess Academy, #1)",Shannon Hale,"['Fantasy', 'Young Adult', 'Middle Grade', 'Fiction', 'Childrens', 'Romance', 'Fairy Tales']","314 pages, Paperback",2005, 4.04 avg rating,"121,817 ratings","score: 11,449",157 people voted,https://www.goodreads.com/book/show/85990.Princess_Academy
"The Big Sleep (Philip Marlowe, #1)",Raymond Chandler,"['Mystery', 'Fiction', 'Classics', 'Crime', 'Noir', 'Detective', 'Thriller']","231 pages, Paperback",1939, 3.94 avg rating,"167,841 ratings","score: 11,447",157 people voted,https://www.goodreads.com/book/show/2052.The_Big_Sleep
The Magic Mountain,Thomas Mann,"['Fiction', 'Classics', 'German Literature', 'Literature', 'Philosophy', 'Novels', 'Germany']","706 pages, Kindle Edition",1924, 4.13 avg rating,"61,086 ratings","score: 11,408",147 people voted,https://www.goodreads.com/book/show/88077.The_Magic_Mountain
The Power of Myth,Joseph Campbell,"['Nonfiction', 'Mythology', 'Philosophy', 'History', 'Religion', 'Psychology', 'Spirituality']","293 pages, Paperback",1988, 4.26 avg rating,"53,644 ratings","score: 11,370",161 people voted,https://www.goodreads.com/book/show/35519.The_Power_of_Myth
Mistress Suffragette,Diana   Forbes,"['Historical Fiction', 'Fiction', 'New Adult', 'Historical', 'Romance', 'Adult', 'Young Adult']","320 pages, Kindle Edition",2017, 4.29 avg rating,"4,561 ratings","score: 11,360",127 people voted,https://www.goodreads.com/book/show/34521870-mistress-suffragette
"Magical Midlife Awakening (Leveling Up, #10)",K.F. Breene,"['Fantasy', 'Magic', 'Fiction', 'Science Fiction Fantasy', 'Ebooks', 'Speculative Fiction', 'Epic']","364 pages, Kindle Edition",2024, 4.63 avg rating,"11,578 ratings","score: 11,350",119 people voted,https://www.goodreads.com/book/show/205840559-magical-midlife-awakening
